ocel_id;ocel_time
load_trucktr31;2024-05-24 09:38:44
load_trucktr50;2024-05-24 09:48:56
load_trucktr38;2024-05-24 10:28:06
load_trucktr17;2024-05-24 10:43:58
load_trucktr49;2024-05-24 14:02:20
load_trucktr10;2024-05-24 15:18:07
load_trucktr24;2024-05-24 15:29:56
load_trucktr48;2024-05-24 15:40:10
load_trucktr44;2024-05-24 16:46:14
load_trucktr32;2024-05-24 17:18:09
load_trucktr41;2024-05-27 09:22:26
load_trucktr28;2024-05-27 10:52:25
load_trucktr35;2024-05-27 11:31:13
load_trucktr9;2024-05-27 13:27:39
load_trucktr34;2024-05-27 13:35:13
load_trucktr13;2024-05-27 13:59:58
load_trucktr43;2024-05-27 14:40:44
load_trucktr36;2024-05-27 15:20:38
load_trucktr20;2024-05-27 17:07:02
load_trucktr47;2024-05-27 17:44:42
load_trucktr5;2024-05-28 07:08:30
load_trucktr42;2024-05-28 09:29:25
load_trucktr22;2024-05-28 09:29:57
load_trucktr12;2024-05-28 09:57:53
load_trucktr7;2024-05-28 10:08:05
load_trucktr2;2024-05-28 10:17:30
load_trucktr40;2024-05-28 10:24:55
load_trucktr29;2024-05-28 11:35:53
load_trucktr11;2024-05-28 15:00:00
load_trucktr15;2024-05-28 15:06:18
load_trucktr26;2024-05-28 15:13:37
load_trucktr8;2024-05-28 15:28:15
load_trucktr3;2024-05-28 15:28:21
load_trucktr4;2024-05-28 15:47:28
load_trucktr45;2024-05-28 15:54:18
load_trucktr31;2024-05-28 16:04:29
load_trucktr39;2024-05-28 16:37:25
load_trucktr18;2024-05-28 17:34:47
load_trucktr10;2024-05-28 17:35:01
load_trucktr16;2024-05-28 17:54:13
load_trucktr44;2024-05-28 19:03:24
load_trucktr25;2024-05-29 08:39:24
load_trucktr27;2024-05-29 08:42:34
load_trucktr46;2024-05-29 08:59:47
load_trucktr37;2024-05-29 10:04:50
load_trucktr32;2024-05-29 10:39:13
load_trucktr28;2024-05-29 10:58:44
load_trucktr38;2024-05-29 11:36:48
load_trucktr6;2024-05-29 11:53:08
load_trucktr9;2024-05-29 13:44:41
load_trucktr50;2024-05-29 14:08:12
load_trucktr1;2024-05-29 14:08:19
load_trucktr30;2024-05-29 14:25:20
load_trucktr48;2024-05-29 14:40:10
load_trucktr33;2024-05-29 14:40:35
load_trucktr35;2024-05-29 15:15:07
load_trucktr19;2024-05-29 16:22:32
load_trucktr2;2024-05-30 07:54:55
load_trucktr47;2024-05-30 10:31:35
load_trucktr13;2024-05-30 10:41:04
load_trucktr40;2024-05-30 10:41:16
load_trucktr23;2024-05-30 11:10:09
load_trucktr17;2024-05-30 11:29:28
load_trucktr21;2024-05-30 11:47:21
load_trucktr49;2024-05-30 13:10:08
load_trucktr3;2024-05-30 13:55:54
load_trucktr45;2024-05-30 13:58:28
load_trucktr22;2024-05-30 15:18:20
load_trucktr42;2024-05-30 16:08:38
load_trucktr43;2024-05-31 08:26:24
load_trucktr25;2024-05-31 08:31:31
load_trucktr20;2024-05-31 09:06:49
load_trucktr34;2024-05-31 09:44:32
load_trucktr12;2024-05-31 10:43:39
load_trucktr5;2024-05-31 11:04:00
load_trucktr32;2024-05-31 11:09:19
load_trucktr37;2024-05-31 11:41:32
load_trucktr14;2024-05-31 12:00:27
load_trucktr46;2024-05-31 12:20:11
load_trucktr36;2024-05-31 13:40:42
load_trucktr18;2024-05-31 13:50:24
load_trucktr29;2024-05-31 14:46:47
load_trucktr38;2024-05-31 15:12:29
load_trucktr26;2024-05-31 15:23:04
load_trucktr28;2024-05-31 15:34:51
load_trucktr41;2024-05-31 15:42:17
load_trucktr24;2024-05-31 15:43:11
load_trucktr10;2024-05-31 15:50:08
