ocel_id;ocel_time
weigh_loaded_trucktr24;2024-05-20 10:43:06
weigh_loaded_trucktr4;2024-05-20 11:52:55
weigh_loaded_trucktr43;2024-05-20 11:53:00
weigh_loaded_trucktr3;2024-05-20 14:24:22
weigh_loaded_trucktr9;2024-05-20 14:38:36
weigh_loaded_trucktr36;2024-05-20 14:49:40
weigh_loaded_trucktr34;2024-05-20 14:50:03
weigh_loaded_trucktr31;2024-05-20 15:18:19
weigh_loaded_trucktr21;2024-05-20 16:22:06
weigh_loaded_trucktr12;2024-05-20 16:37:54
weigh_loaded_trucktr30;2024-05-20 16:41:03
weigh_loaded_trucktr23;2024-05-20 16:43:46
weigh_loaded_trucktr49;2024-05-20 17:07:45
weigh_loaded_trucktr25;2024-05-20 17:16:57
weigh_loaded_trucktr13;2024-05-20 17:44:47
weigh_loaded_trucktr44;2024-05-21 08:15:52
weigh_loaded_trucktr20;2024-05-21 11:02:51
weigh_loaded_trucktr5;2024-05-21 12:00:19
weigh_loaded_trucktr26;2024-05-21 13:49:48
weigh_loaded_trucktr29;2024-05-21 14:00:23
weigh_loaded_trucktr41;2024-05-21 14:09:39
weigh_loaded_trucktr2;2024-05-21 14:38:02
weigh_loaded_trucktr19;2024-05-21 14:44:16
weigh_loaded_trucktr28;2024-05-21 14:49:55
weigh_loaded_trucktr46;2024-05-21 17:00:10
weigh_loaded_trucktr8;2024-05-21 17:49:36
weigh_loaded_trucktr27;2024-05-22 10:18:16
weigh_loaded_trucktr14;2024-05-22 10:20:45
weigh_loaded_trucktr47;2024-05-22 10:29:46
weigh_loaded_trucktr11;2024-05-22 11:47:27
weigh_loaded_trucktr16;2024-05-22 11:51:44
weigh_loaded_trucktr15;2024-05-22 11:55:47
weigh_loaded_trucktr10;2024-05-22 11:56:12
weigh_loaded_trucktr7;2024-05-22 12:10:03
weigh_loaded_trucktr33;2024-05-22 12:14:29
weigh_loaded_trucktr38;2024-05-22 12:21:31
weigh_loaded_trucktr23;2024-05-22 12:39:59
weigh_loaded_trucktr6;2024-05-22 13:48:43
weigh_loaded_trucktr50;2024-05-22 13:59:20
weigh_loaded_trucktr45;2024-05-22 14:04:52
weigh_loaded_trucktr22;2024-05-22 14:24:29
weigh_loaded_trucktr3;2024-05-22 14:51:40
weigh_loaded_trucktr31;2024-05-22 15:44:15
weigh_loaded_trucktr40;2024-05-22 16:05:02
weigh_loaded_trucktr12;2024-05-22 16:07:04
weigh_loaded_trucktr42;2024-05-22 16:23:16
weigh_loaded_trucktr25;2024-05-22 16:58:52
weigh_loaded_trucktr24;2024-05-22 18:40:39
weigh_loaded_trucktr1;2024-05-23 08:06:38
weigh_loaded_trucktr41;2024-05-23 09:54:57
weigh_loaded_trucktr48;2024-05-23 10:53:37
weigh_loaded_trucktr49;2024-05-23 11:39:39
weigh_loaded_trucktr35;2024-05-23 11:54:29
weigh_loaded_trucktr34;2024-05-23 13:36:02
weigh_loaded_trucktr44;2024-05-23 14:31:36
weigh_loaded_trucktr32;2024-05-23 15:28:34
weigh_loaded_trucktr28;2024-05-23 16:44:34
weigh_loaded_trucktr9;2024-05-23 16:46:18
weigh_loaded_trucktr26;2024-05-23 17:30:43
weigh_loaded_trucktr20;2024-05-24 07:58:53
weigh_loaded_trucktr43;2024-05-24 08:42:27
weigh_loaded_trucktr47;2024-05-24 09:10:48
weigh_loaded_trucktr36;2024-05-24 11:10:42
weigh_loaded_trucktr5;2024-05-24 15:16:20
weigh_loaded_trucktr13;2024-05-24 15:23:38
weigh_loaded_trucktr40;2024-05-24 16:18:34
weigh_loaded_trucktr14;2024-05-24 18:16:24
weigh_loaded_trucktr2;2024-05-27 07:49:57
weigh_loaded_trucktr3;2024-05-27 08:29:36
weigh_loaded_trucktr37;2024-05-27 08:58:09
weigh_loaded_trucktr12;2024-05-27 09:17:46
weigh_loaded_trucktr25;2024-05-27 10:04:32
weigh_loaded_trucktr7;2024-05-27 10:06:29
weigh_loaded_trucktr42;2024-05-27 10:34:49
weigh_loaded_trucktr31;2024-05-27 10:45:06
weigh_loaded_trucktr29;2024-05-27 11:23:34
weigh_loaded_trucktr46;2024-05-27 12:11:55
weigh_loaded_trucktr50;2024-05-27 12:22:54
weigh_loaded_trucktr22;2024-05-27 13:15:58
