event_id,object_id,e2o_qualifier
eval_trs_exittr5_Pcp56,tr5,Exit evaluation for truck
weigh_loaded_trucktr10,tr10,Truck weighed
print_w_tickettr46,tr46,Printed weighing ticket for pickup plan
input_tally_sheettr46,tr46,Tally Sheet for pickup plan
eval_trs_exittr46_Pcp64,tr46,Exit evaluation for truck
assign_trs_Pcp28,tr7,Pickup plan trucks assignment
print_w_tickettr29,tr29,Printed weighing ticket for pickup plan
input_tally_sheettr29,tr29,Tally Sheet for pickup plan
eval_trs_exittr29_Pcp56,tr29,Exit evaluation for truck
assign_trs_Pcp62,tr3,Pickup plan trucks assignment
print_w_tickettr14,tr14,Printed weighing ticket for pickup plan
input_tally_sheettr14,tr14,Tally Sheet for pickup plan
eval_trs_exittr14_Pcp38,tr14,Exit evaluation for truck
input_tally_sheettr31,tr31,Tally Sheet for pickup plan
print_w_tickettr31,tr31,Printed weighing ticket for pickup plan
eval_trs_exittr31_Pcp69,tr31,Exit evaluation for truck
print_w_tickettr18,tr18,Printed weighing ticket for pickup plan
input_tally_sheettr18,tr18,Tally Sheet for pickup plan
eval_trs_exittr18_Pcp13,tr18,Exit evaluation for truck
assign_trs_Pcp12,tr16,Pickup plan trucks assignment
assign_trs_Pcp47,tr44,Pickup plan trucks assignment
input_tally_sheettr34,tr34,Tally Sheet for pickup plan
print_w_tickettr34,tr34,Printed weighing ticket for pickup plan
eval_trs_exittr34_Pcp52,tr34,Exit evaluation for truck
input_tally_sheettr26,tr26,Tally Sheet for pickup plan
print_w_tickettr26,tr26,Printed weighing ticket for pickup plan
eval_trs_exittr26_Pcp92,tr26,Exit evaluation for truck
assign_trs_Pcp39,tr25,Pickup plan trucks assignment
print_w_tickettr8,tr8,Printed weighing ticket for pickup plan
input_tally_sheettr8,tr8,Tally Sheet for pickup plan
eval_trs_exittr8_Pcp36,tr8,Exit evaluation for truck
assign_trs_Pcp53,tr39,Pickup plan trucks assignment
assign_trs_Pcp51,tr46,Pickup plan trucks assignment
input_tally_sheettr36,tr36,Tally Sheet for pickup plan
print_w_tickettr36,tr36,Printed weighing ticket for pickup plan
eval_trs_exittr36_Pcp13,tr36,Exit evaluation for truck
input_tally_sheettr12,tr12,Tally Sheet for pickup plan
print_w_tickettr12,tr12,Printed weighing ticket for pickup plan
eval_trs_exittr12_Pcp56,tr12,Exit evaluation for truck
print_w_tickettr9,tr9,Printed weighing ticket for pickup plan
input_tally_sheettr9,tr9,Tally Sheet for pickup plan
eval_trs_exittr9_Pcp56,tr9,Exit evaluation for truck
print_w_tickettr13,tr13,Printed weighing ticket for pickup plan
input_tally_sheettr13,tr13,Tally Sheet for pickup plan
eval_trs_exittr13_Pcp38,tr13,Exit evaluation for truck
input_tally_sheettr45,tr45,Tally Sheet for pickup plan
print_w_tickettr45,tr45,Printed weighing ticket for pickup plan
eval_trs_exittr45_Pcp13,tr45,Exit evaluation for truck
print_w_tickettr41,tr41,Printed weighing ticket for pickup plan
input_tally_sheettr41,tr41,Tally Sheet for pickup plan
eval_trs_exittr41_Pcp69,tr41,Exit evaluation for truck
assign_trs_Pcp78,tr5,Pickup plan trucks assignment
weigh_loaded_trucktr35,tr35,Truck weighed
weigh_loaded_trucktr40,tr40,Truck weighed
input_tally_sheettr10,tr10,Tally Sheet for pickup plan
print_w_tickettr10,tr10,Printed weighing ticket for pickup plan
eval_trs_exittr10_Pcp69,tr10,Exit evaluation for truck
assign_trs_Pcp73,tr27,Pickup plan trucks assignment
assign_trs_Pcp19,tr14,Pickup plan trucks assignment
assign_trs_Pcp65,tr1,Pickup plan trucks assignment
assign_trs_Pcp96,tr37,Pickup plan trucks assignment
assign_trs_Pcp17,tr26,Pickup plan trucks assignment
assign_trs_Pcp44,tr32,Pickup plan trucks assignment
eval_trs_exittr43_Pcp79,tr43,Exit evaluation for truck
assign_trs_Pcp16,tr29,Pickup plan trucks assignment
assign_trs_Pcp10,tr45,Pickup plan trucks assignment
assign_trs_Pcp37,tr31,Pickup plan trucks assignment
assign_trs_Pcp73,tr12,Pickup plan trucks assignment
assign_trs_Pcp80,tr20,Pickup plan trucks assignment
assign_trs_Pcp94,tr8,Pickup plan trucks assignment
assign_trs_Pcp23,tr18,Pickup plan trucks assignment
assign_trs_Pcp10,tr4,Pickup plan trucks assignment
assign_trs_Pcp89,tr9,Pickup plan trucks assignment
print_w_tickettr40,tr40,Printed weighing ticket for pickup plan
input_tally_sheettr40,tr40,Tally Sheet for pickup plan
eval_trs_exittr40_Pcp20,tr40,Exit evaluation for truck
assign_trs_Pcp79,tr10,Pickup plan trucks assignment
assign_trs_Pcp78,tr34,Pickup plan trucks assignment
eval_trs_exittr11_Pcp37,tr11,Exit evaluation for truck
assign_trs_Pcp24,tr41,Pickup plan trucks assignment
assign_trs_Pcp74,tr13,Pickup plan trucks assignment
assign_trs_Pcp98,tr36,Pickup plan trucks assignment
input_tally_sheettr35,tr35,Tally Sheet for pickup plan
print_w_tickettr35,tr35,Printed weighing ticket for pickup plan
eval_trs_exittr35_Pcp21,tr35,Exit evaluation for truck
eval_trs_exittr17_Pcp39,tr17,Exit evaluation for truck
eval_trs_exittr19_Pcp82,tr19,Exit evaluation for truck
eval_trs_exittr3_Pcp62,tr3,Exit evaluation for truck
eval_trs_exittr15_Pcp34,tr15,Exit evaluation for truck
assign_trs_Pcp99,tr43,Pickup plan trucks assignment
assign_trs_Pcp11,tr40,Pickup plan trucks assignment
assign_trs_Pcp14,tr11,Pickup plan trucks assignment
assign_trs_Pcp44,tr17,Pickup plan trucks assignment
assign_trs_Pcp85,tr35,Pickup plan trucks assignment
eval_trs_exittr44_Pcp47,tr44,Exit evaluation for truck
eval_trs_exittr38_Pcp30,tr38,Exit evaluation for truck
eval_trs_exittr50_Pcp66,tr50,Exit evaluation for truck
assign_trs_Pcp43,tr15,Pickup plan trucks assignment
eval_trs_exittr34_Pcp78,tr34,Exit evaluation for truck
assign_trs_Pcp46,tr19,Pickup plan trucks assignment
assign_trs_Pcp83,tr3,Pickup plan trucks assignment
eval_trs_exittr31_Pcp37,tr31,Exit evaluation for truck
eval_trs_exittr47_Pcp5,tr47,Exit evaluation for truck
eval_trs_exittr23_Pcp34,tr23,Exit evaluation for truck
eval_trs_exittr26_Pcp17,tr26,Exit evaluation for truck
eval_trs_exittr21_Pcp47,tr21,Exit evaluation for truck
eval_trs_exittr49_Pcp63,tr49,Exit evaluation for truck
eval_trs_exittr5_Pcp78,tr5,Exit evaluation for truck
eval_trs_exittr12_Pcp73,tr12,Exit evaluation for truck
eval_trs_exittr1_Pcp65,tr1,Exit evaluation for truck
eval_trs_exittr9_Pcp89,tr9,Exit evaluation for truck
eval_trs_exittr13_Pcp74,tr13,Exit evaluation for truck
eval_trs_exittr24_Pcp15,tr24,Exit evaluation for truck
eval_trs_exittr4_Pcp10,tr4,Exit evaluation for truck
assign_trs_Pcp25,tr44,Pickup plan trucks assignment
assign_trs_Pcp8,tr38,Pickup plan trucks assignment
eval_trs_exittr22_Pcp88,tr22,Exit evaluation for truck
assign_trs_Pcp91,tr50,Pickup plan trucks assignment
assign_trs_Pcp35,tr34,Pickup plan trucks assignment
assign_trs_Pcp55,tr31,Pickup plan trucks assignment
eval_trs_exittr7_Pcp28,tr7,Exit evaluation for truck
eval_trs_exittr14_Pcp19,tr14,Exit evaluation for truck
assign_trs_Pcp22,tr24,Pickup plan trucks assignment
assign_trs_Pcp71,tr4,Pickup plan trucks assignment
eval_trs_exittr46_Pcp51,tr46,Exit evaluation for truck
assign_trs_Pcp15,tr26,Pickup plan trucks assignment
assign_trs_Pcp93,tr23,Pickup plan trucks assignment
eval_trs_exittr37_Pcp96,tr37,Exit evaluation for truck
assign_trs_Pcp78,tr47,Pickup plan trucks assignment
eval_trs_exittr16_Pcp12,tr16,Exit evaluation for truck
assign_trs_Pcp34,tr21,Pickup plan trucks assignment
eval_trs_exittr6_Pcp81,tr6,Exit evaluation for truck
eval_trs_exittr18_Pcp23,tr18,Exit evaluation for truck
assign_trs_Pcp10,tr9,Pickup plan trucks assignment
assign_trs_Pcp27,tr49,Pickup plan trucks assignment
assign_trs_Pcp4,tr13,Pickup plan trucks assignment
assign_trs_Pcp89,tr22,Pickup plan trucks assignment
assign_trs_Pcp46,tr1,Pickup plan trucks assignment
assign_trs_Pcp46,tr12,Pickup plan trucks assignment
eval_trs_exittr2_Pcp90,tr2,Exit evaluation for truck
eval_trs_exittr48_Pcp57,tr48,Exit evaluation for truck
eval_trs_exittr39_Pcp53,tr39,Exit evaluation for truck
assign_trs_Pcp2,tr5,Pickup plan trucks assignment
eval_trs_exittr42_Pcp62,tr42,Exit evaluation for truck
assign_trs_Pcp54,tr6,Pickup plan trucks assignment
eval_trs_exittr33_Pcp50,tr33,Exit evaluation for truck
assign_trs_Pcp3,tr18,Pickup plan trucks assignment
eval_trs_exittr10_Pcp79,tr10,Exit evaluation for truck
eval_trs_exittr27_Pcp73,tr27,Exit evaluation for truck
assign_trs_Pcp85,tr7,Pickup plan trucks assignment
assign_trs_Pcp79,tr46,Pickup plan trucks assignment
assign_trs_Pcp55,tr14,Pickup plan trucks assignment
assign_trs_Pcp89,tr37,Pickup plan trucks assignment
assign_trs_Pcp48,tr16,Pickup plan trucks assignment
eval_trs_exittr43_Pcp99,tr43,Exit evaluation for truck
assign_trs_Pcp65,tr48,Pickup plan trucks assignment
eval_trs_exittr25_Pcp39,tr25,Exit evaluation for truck
assign_trs_Pcp3,tr10,Pickup plan trucks assignment
assign_trs_Pcp24,tr39,Pickup plan trucks assignment
assign_trs_Pcp51,tr2,Pickup plan trucks assignment
assign_trs_Pcp60,tr27,Pickup plan trucks assignment
eval_trs_exittr19_Pcp46,tr19,Exit evaluation for truck
eval_trs_exittr34_Pcp35,tr34,Exit evaluation for truck
eval_trs_exittr11_Pcp14,tr11,Exit evaluation for truck
eval_trs_exittr36_Pcp98,tr36,Exit evaluation for truck
eval_trs_exittr45_Pcp10,tr45,Exit evaluation for truck
eval_trs_exittr38_Pcp8,tr38,Exit evaluation for truck
eval_trs_exittr32_Pcp44,tr32,Exit evaluation for truck
eval_trs_exittr17_Pcp44,tr17,Exit evaluation for truck
eval_trs_exittr28_Pcp71,tr28,Exit evaluation for truck
eval_trs_exittr20_Pcp80,tr20,Exit evaluation for truck
assign_trs_Pcp61,tr33,Pickup plan trucks assignment
eval_trs_exittr29_Pcp16,tr29,Exit evaluation for truck
assign_trs_Pcp43,tr28,Pickup plan trucks assignment
assign_trs_Pcp66,tr42,Pickup plan trucks assignment
eval_trs_exittr41_Pcp24,tr41,Exit evaluation for truck
eval_trs_exittr8_Pcp94,tr8,Exit evaluation for truck
assign_trs_Pcp14,tr43,Pickup plan trucks assignment
assign_trs_Pcp14,tr25,Pickup plan trucks assignment
eval_trs_exittr40_Pcp11,tr40,Exit evaluation for truck
assign_trs_Pcp23,tr11,Pickup plan trucks assignment
eval_trs_exittr23_Pcp93,tr23,Exit evaluation for truck
eval_trs_exittr30_Pcp82,tr30,Exit evaluation for truck
assign_trs_Pcp62,tr34,Pickup plan trucks assignment
eval_trs_exittr3_Pcp83,tr3,Exit evaluation for truck
assign_trs_Pcp58,tr19,Pickup plan trucks assignment
assign_trs_Pcp50,tr20,Pickup plan trucks assignment
eval_trs_exittr6_Pcp54,tr6,Exit evaluation for truck
assign_trs_Pcp72,tr17,Pickup plan trucks assignment
eval_trs_exittr50_Pcp91,tr50,Exit evaluation for truck
assign_trs_Pcp25,tr45,Pickup plan trucks assignment
assign_trs_Pcp66,tr40,Pickup plan trucks assignment
assign_trs_Pcp46,tr36,Pickup plan trucks assignment
assign_trs_Pcp2,tr32,Pickup plan trucks assignment
eval_trs_exittr49_Pcp27,tr49,Exit evaluation for truck
eval_trs_exittr12_Pcp46,tr12,Exit evaluation for truck
assign_trs_Pcp11,tr38,Pickup plan trucks assignment
eval_trs_exittr4_Pcp71,tr4,Exit evaluation for truck
assign_trs_Pcp76,tr29,Pickup plan trucks assignment
eval_trs_exittr18_Pcp3,tr18,Exit evaluation for truck
assign_trs_Pcp6,tr8,Pickup plan trucks assignment
eval_trs_exittr15_Pcp43,tr15,Exit evaluation for truck
assign_trs_Pcp53,tr6,Pickup plan trucks assignment
assign_trs_Pcp48,tr50,Pickup plan trucks assignment
assign_trs_Pcp31,tr30,Pickup plan trucks assignment
assign_trs_Pcp66,tr41,Pickup plan trucks assignment
assign_trs_Pcp70,tr3,Pickup plan trucks assignment
eval_trs_exittr9_Pcp10,tr9,Exit evaluation for truck
assign_trs_Pcp100,tr49,Pickup plan trucks assignment
assign_trs_Pcp8,tr23,Pickup plan trucks assignment
eval_trs_exittr46_Pcp79,tr46,Exit evaluation for truck
eval_trs_exittr24_Pcp22,tr24,Exit evaluation for truck
assign_trs_Pcp67,tr18,Pickup plan trucks assignment
assign_trs_Pcp51,tr12,Pickup plan trucks assignment
assign_trs_Pcp57,tr4,Pickup plan trucks assignment
eval_trs_exittr26_Pcp15,tr26,Exit evaluation for truck
eval_trs_exittr16_Pcp48,tr16,Exit evaluation for truck
eval_trs_exittr35_Pcp85,tr35,Exit evaluation for truck
assign_trs_Pcp85,tr9,Pickup plan trucks assignment
eval_trs_exittr25_Pcp14,tr25,Exit evaluation for truck
assign_trs_Pcp1,tr15,Pickup plan trucks assignment
eval_trs_exittr1_Pcp46,tr1,Exit evaluation for truck
assign_trs_Pcp63,tr46,Pickup plan trucks assignment
eval_trs_exittr14_Pcp55,tr14,Exit evaluation for truck
eval_trs_exittr44_Pcp25,tr44,Exit evaluation for truck
eval_trs_exittr31_Pcp55,tr31,Exit evaluation for truck
assign_trs_Pcp63,tr24,Pickup plan trucks assignment
eval_trs_exittr48_Pcp65,tr48,Exit evaluation for truck
assign_trs_Pcp9,tr16,Pickup plan trucks assignment
eval_trs_exittr11_Pcp23,tr11,Exit evaluation for truck
assign_trs_Pcp62,tr26,Pickup plan trucks assignment
eval_trs_exittr13_Pcp4,tr13,Exit evaluation for truck
eval_trs_exittr47_Pcp78,tr47,Exit evaluation for truck
eval_trs_exittr21_Pcp34,tr21,Exit evaluation for truck
eval_trs_exittr22_Pcp89,tr22,Exit evaluation for truck
assign_trs_Pcp62,tr35,Pickup plan trucks assignment
eval_trs_exittr2_Pcp51,tr2,Exit evaluation for truck
assign_trs_Pcp59,tr25,Pickup plan trucks assignment
assign_trs_Pcp74,tr1,Pickup plan trucks assignment
assign_trs_Pcp48,tr14,Pickup plan trucks assignment
assign_trs_Pcp50,tr11,Pickup plan trucks assignment
eval_trs_exittr17_Pcp72,tr17,Exit evaluation for truck
eval_trs_exittr5_Pcp2,tr5,Exit evaluation for truck
eval_trs_exittr20_Pcp50,tr20,Exit evaluation for truck
eval_trs_exittr43_Pcp14,tr43,Exit evaluation for truck
assign_trs_Pcp27,tr13,Pickup plan trucks assignment
assign_trs_Pcp88,tr31,Pickup plan trucks assignment
eval_trs_exittr6_Pcp53,tr6,Exit evaluation for truck
assign_trs_Pcp46,tr21,Pickup plan trucks assignment
eval_trs_exittr8_Pcp6,tr8,Exit evaluation for truck
eval_trs_exittr28_Pcp43,tr28,Exit evaluation for truck
eval_trs_exittr27_Pcp60,tr27,Exit evaluation for truck
assign_trs_Pcp15,tr22,Pickup plan trucks assignment
assign_trs_Pcp61,tr48,Pickup plan trucks assignment
assign_trs_Pcp23,tr44,Pickup plan trucks assignment
eval_trs_exittr45_Pcp25,tr45,Exit evaluation for truck
eval_trs_exittr19_Pcp58,tr19,Exit evaluation for truck
eval_trs_exittr33_Pcp61,tr33,Exit evaluation for truck
eval_trs_exittr42_Pcp66,tr42,Exit evaluation for truck
eval_trs_exittr3_Pcp70,tr3,Exit evaluation for truck
assign_trs_Pcp8,tr47,Pickup plan trucks assignment
assign_trs_Pcp31,tr6,Pickup plan trucks assignment
eval_trs_exittr37_Pcp89,tr37,Exit evaluation for truck
eval_trs_exittr7_Pcp85,tr7,Exit evaluation for truck
eval_trs_exittr50_Pcp48,tr50,Exit evaluation for truck
assign_trs_Pcp3,tr17,Pickup plan trucks assignment
eval_trs_exittr29_Pcp76,tr29,Exit evaluation for truck
eval_trs_exittr39_Pcp24,tr39,Exit evaluation for truck
assign_trs_Pcp9,tr5,Pickup plan trucks assignment
assign_trs_Pcp1,tr45,Pickup plan trucks assignment
assign_trs_Pcp85,tr20,Pickup plan trucks assignment
assign_trs_Pcp45,tr27,Pickup plan trucks assignment
assign_trs_Pcp7,tr8,Pickup plan trucks assignment
assign_trs_Pcp87,tr2,Pickup plan trucks assignment
assign_trs_Pcp97,tr19,Pickup plan trucks assignment
assign_trs_Pcp68,tr7,Pickup plan trucks assignment
eval_trs_exittr9_Pcp85,tr9,Exit evaluation for truck
assign_trs_Pcp4,tr50,Pickup plan trucks assignment
assign_trs_Pcp87,tr28,Pickup plan trucks assignment
eval_trs_exittr30_Pcp31,tr30,Exit evaluation for truck
assign_trs_Pcp45,tr33,Pickup plan trucks assignment
eval_trs_exittr40_Pcp66,tr40,Exit evaluation for truck
eval_trs_exittr23_Pcp8,tr23,Exit evaluation for truck
eval_trs_exittr46_Pcp63,tr46,Exit evaluation for truck
eval_trs_exittr11_Pcp50,tr11,Exit evaluation for truck
assign_trs_Pcp51,tr3,Pickup plan trucks assignment
assign_trs_Pcp58,tr37,Pickup plan trucks assignment
eval_trs_exittr12_Pcp51,tr12,Exit evaluation for truck
eval_trs_exittr16_Pcp9,tr16,Exit evaluation for truck
eval_trs_exittr38_Pcp11,tr38,Exit evaluation for truck
assign_trs_Pcp16,tr42,Pickup plan trucks assignment
assign_trs_Pcp14,tr29,Pickup plan trucks assignment
assign_trs_Pcp55,tr40,Pickup plan trucks assignment
eval_trs_exittr25_Pcp59,tr25,Exit evaluation for truck
eval_trs_exittr18_Pcp67,tr18,Exit evaluation for truck
assign_trs_Pcp1,tr11,Pickup plan trucks assignment
assign_trs_Pcp63,tr39,Pickup plan trucks assignment
assign_trs_Pcp33,tr30,Pickup plan trucks assignment
assign_trs_Pcp40,tr23,Pickup plan trucks assignment
eval_trs_exittr32_Pcp2,tr32,Exit evaluation for truck
eval_trs_exittr20_Pcp85,tr20,Exit evaluation for truck
assign_trs_Pcp6,tr9,Pickup plan trucks assignment
assign_trs_Pcp99,tr46,Pickup plan trucks assignment
eval_trs_exittr13_Pcp27,tr13,Exit evaluation for truck
eval_trs_exittr34_Pcp62,tr34,Exit evaluation for truck
assign_trs_Pcp74,tr18,Pickup plan trucks assignment
assign_trs_Pcp3,tr16,Pickup plan trucks assignment
assign_trs_Pcp91,tr25,Pickup plan trucks assignment
assign_trs_Pcp97,tr38,Pickup plan trucks assignment
eval_trs_exittr35_Pcp62,tr35,Exit evaluation for truck
eval_trs_exittr26_Pcp62,tr26,Exit evaluation for truck
assign_trs_Pcp4,tr20,Pickup plan trucks assignment
assign_trs_Pcp76,tr12,Pickup plan trucks assignment
assign_trs_Pcp25,tr34,Pickup plan trucks assignment
eval_trs_exittr6_Pcp31,tr6,Exit evaluation for truck
eval_trs_exittr17_Pcp3,tr17,Exit evaluation for truck
eval_trs_exittr15_Pcp1,tr15,Exit evaluation for truck
assign_trs_Pcp16,tr32,Pickup plan trucks assignment
eval_trs_exittr33_Pcp45,tr33,Exit evaluation for truck
assign_trs_Pcp75,tr6,Pickup plan trucks assignment
assign_trs_Pcp1,tr17,Pickup plan trucks assignment
eval_trs_exittr36_Pcp46,tr36,Exit evaluation for truck
eval_trs_exittr49_Pcp100,tr49,Exit evaluation for truck
eval_trs_exittr48_Pcp61,tr48,Exit evaluation for truck
assign_trs_Pcp68,tr26,Pickup plan trucks assignment
assign_trs_Pcp68,tr35,Pickup plan trucks assignment
assign_trs_Pcp8,tr33,Pickup plan trucks assignment
eval_trs_exittr31_Pcp88,tr31,Exit evaluation for truck
assign_trs_Pcp4,tr15,Pickup plan trucks assignment
eval_trs_exittr22_Pcp15,tr22,Exit evaluation for truck
eval_trs_exittr1_Pcp74,tr1,Exit evaluation for truck
eval_trs_exittr8_Pcp7,tr8,Exit evaluation for truck
eval_trs_exittr14_Pcp48,tr14,Exit evaluation for truck
eval_trs_exittr28_Pcp87,tr28,Exit evaluation for truck
assign_trs_Pcp35,tr8,Pickup plan trucks assignment
eval_trs_exittr27_Pcp45,tr27,Exit evaluation for truck
eval_trs_exittr45_Pcp1,tr45,Exit evaluation for truck
assign_trs_Pcp45,tr49,Pickup plan trucks assignment
eval_trs_exittr37_Pcp58,tr37,Exit evaluation for truck
assign_trs_Pcp74,tr48,Pickup plan trucks assignment
eval_trs_exittr21_Pcp46,tr21,Exit evaluation for truck
assign_trs_Pcp48,tr36,Pickup plan trucks assignment
eval_trs_exittr4_Pcp57,tr4,Exit evaluation for truck
eval_trs_exittr44_Pcp23,tr44,Exit evaluation for truck
eval_trs_exittr38_Pcp97,tr38,Exit evaluation for truck
eval_trs_exittr39_Pcp63,tr39,Exit evaluation for truck
eval_trs_exittr2_Pcp87,tr2,Exit evaluation for truck
assign_trs_Pcp76,tr22,Pickup plan trucks assignment
assign_trs_Pcp99,tr1,Pickup plan trucks assignment
assign_trs_Pcp74,tr14,Pickup plan trucks assignment
eval_trs_exittr29_Pcp14,tr29,Exit evaluation for truck
assign_trs_Pcp68,tr31,Pickup plan trucks assignment
eval_trs_exittr20_Pcp4,tr20,Exit evaluation for truck
assign_trs_Pcp59,tr45,Pickup plan trucks assignment
eval_trs_exittr41_Pcp66,tr41,Exit evaluation for truck
eval_trs_exittr24_Pcp63,tr24,Exit evaluation for truck
assign_trs_Pcp4,tr28,Pickup plan trucks assignment
assign_trs_Pcp32,tr27,Pickup plan trucks assignment
eval_trs_exittr47_Pcp8,tr47,Exit evaluation for truck
assign_trs_Pcp35,tr4,Pickup plan trucks assignment
assign_trs_Pcp55,tr37,Pickup plan trucks assignment
eval_trs_exittr50_Pcp4,tr50,Exit evaluation for truck
assign_trs_Pcp62,tr44,Pickup plan trucks assignment
eval_trs_exittr5_Pcp9,tr5,Exit evaluation for truck
assign_trs_Pcp72,tr21,Pickup plan trucks assignment
assign_trs_Pcp57,tr2,Pickup plan trucks assignment
assign_trs_Pcp75,tr41,Pickup plan trucks assignment
assign_trs_Pcp72,tr39,Pickup plan trucks assignment
eval_trs_exittr16_Pcp3,tr16,Exit evaluation for truck
eval_trs_exittr23_Pcp40,tr23,Exit evaluation for truck
eval_trs_exittr9_Pcp6,tr9,Exit evaluation for truck
assign_trs_Pcp35,tr29,Pickup plan trucks assignment
assign_trs_Pcp72,tr24,Pickup plan trucks assignment
assign_trs_Pcp9,tr38,Pickup plan trucks assignment
eval_trs_exittr40_Pcp55,tr40,Exit evaluation for truck
eval_trs_exittr26_Pcp68,tr26,Exit evaluation for truck
eval_trs_exittr3_Pcp51,tr3,Exit evaluation for truck
eval_trs_exittr42_Pcp16,tr42,Exit evaluation for truck
assign_trs_Pcp40,tr5,Pickup plan trucks assignment
eval_trs_exittr7_Pcp68,tr7,Exit evaluation for truck
assign_trs_Pcp85,tr23,Pickup plan trucks assignment
assign_trs_Pcp55,tr50,Pickup plan trucks assignment
eval_trs_exittr30_Pcp33,tr30,Exit evaluation for truck
eval_trs_exittr11_Pcp1,tr11,Exit evaluation for truck
assign_trs_Pcp85,tr47,Pickup plan trucks assignment
assign_trs_Pcp86,tr16,Pickup plan trucks assignment
eval_trs_exittr25_Pcp91,tr25,Exit evaluation for truck
eval_trs_exittr22_Pcp76,tr22,Exit evaluation for truck
assign_trs_Pcp75,tr9,Pickup plan trucks assignment
assign_trs_Pcp31,tr26,Pickup plan trucks assignment
assign_trs_Pcp32,tr42,Pickup plan trucks assignment
eval_trs_exittr33_Pcp8,tr33,Exit evaluation for truck
assign_trs_Pcp17,tr3,Pickup plan trucks assignment
assign_trs_Pcp75,tr43,Pickup plan trucks assignment
assign_trs_Pcp72,tr40,Pickup plan trucks assignment
assign_trs_Pcp31,tr7,Pickup plan trucks assignment
assign_trs_Pcp17,tr13,Pickup plan trucks assignment
eval_trs_exittr12_Pcp76,tr12,Exit evaluation for truck
eval_trs_exittr49_Pcp45,tr49,Exit evaluation for truck
eval_trs_exittr46_Pcp99,tr46,Exit evaluation for truck
eval_trs_exittr18_Pcp74,tr18,Exit evaluation for truck
eval_trs_exittr8_Pcp35,tr8,Exit evaluation for truck
eval_trs_exittr6_Pcp75,tr6,Exit evaluation for truck
eval_trs_exittr1_Pcp99,tr1,Exit evaluation for truck
eval_trs_exittr41_Pcp75,tr41,Exit evaluation for truck
eval_trs_exittr39_Pcp72,tr39,Exit evaluation for truck
eval_trs_exittr35_Pcp68,tr35,Exit evaluation for truck
eval_trs_exittr17_Pcp1,tr17,Exit evaluation for truck
eval_trs_exittr32_Pcp16,tr32,Exit evaluation for truck
eval_trs_exittr45_Pcp59,tr45,Exit evaluation for truck
eval_trs_exittr10_Pcp3,tr10,Exit evaluation for truck
eval_trs_exittr34_Pcp25,tr34,Exit evaluation for truck
eval_trs_exittr19_Pcp97,tr19,Exit evaluation for truck
eval_trs_exittr2_Pcp57,tr2,Exit evaluation for truck
eval_trs_exittr29_Pcp35,tr29,Exit evaluation for truck
eval_trs_exittr23_Pcp85,tr23,Exit evaluation for truck
eval_trs_exittr42_Pcp32,tr42,Exit evaluation for truck
eval_trs_exittr16_Pcp86,tr16,Exit evaluation for truck
eval_trs_exittr15_Pcp4,tr15,Exit evaluation for truck
eval_trs_exittr38_Pcp9,tr38,Exit evaluation for truck
eval_trs_exittr26_Pcp31,tr26,Exit evaluation for truck
eval_trs_exittr36_Pcp48,tr36,Exit evaluation for truck
eval_trs_exittr14_Pcp74,tr14,Exit evaluation for truck
eval_trs_exittr21_Pcp72,tr21,Exit evaluation for truck
eval_trs_exittr50_Pcp55,tr50,Exit evaluation for truck
eval_trs_exittr48_Pcp74,tr48,Exit evaluation for truck
eval_trs_exittr9_Pcp75,tr9,Exit evaluation for truck
eval_trs_exittr24_Pcp72,tr24,Exit evaluation for truck
eval_trs_exittr28_Pcp4,tr28,Exit evaluation for truck
eval_trs_exittr47_Pcp85,tr47,Exit evaluation for truck
eval_trs_exittr5_Pcp40,tr5,Exit evaluation for truck
eval_trs_exittr13_Pcp17,tr13,Exit evaluation for truck
eval_trs_exittr3_Pcp17,tr3,Exit evaluation for truck
eval_trs_exittr4_Pcp35,tr4,Exit evaluation for truck
eval_trs_exittr40_Pcp72,tr40,Exit evaluation for truck
eval_trs_exittr31_Pcp68,tr31,Exit evaluation for truck
eval_trs_exittr27_Pcp32,tr27,Exit evaluation for truck
eval_trs_exittr37_Pcp55,tr37,Exit evaluation for truck
eval_trs_exittr44_Pcp62,tr44,Exit evaluation for truck
eval_trs_exittr7_Pcp31,tr7,Exit evaluation for truck
eval_trs_exittr43_Pcp75,tr43,Exit evaluation for truck
