event_id,timestamp,activity
weigh_loaded_trucktr34,2024-04-08 17:14:24,Weigh the Loaded Truck
weigh_loaded_trucktr34,2024-04-09 17:18:53,Weigh the Loaded Truck
weigh_loaded_trucktr39,2024-04-02 12:04:05,Weigh the Loaded Truck
weigh_loaded_trucktr39,2024-04-04 07:35:57,Weigh the Loaded Truck
weigh_loaded_trucktr39,2024-04-08 11:01:27,Weigh the Loaded Truck
weigh_loaded_trucktr39,2024-04-09 16:15:55,Weigh the Loaded Truck
weigh_loaded_trucktr39,2024-04-10 15:38:24,Weigh the Loaded Truck
print_w_tickettr48,2024-04-02 12:04:13,Print the Weighing Ticket
print_w_tickettr48,2024-04-04 11:10:47,Print the Weighing Ticket
print_w_tickettr48,2024-04-05 17:49:44,Print the Weighing Ticket
print_w_tickettr48,2024-04-09 13:43:13,Print the Weighing Ticket
print_w_tickettr48,2024-04-11 12:01:09,Print the Weighing Ticket
input_tally_sheettr48,2024-04-02 12:04:13,Input the Tally Sheet
