event_id,timestamp,activity
input_tally_sheettr48,2024-04-04 11:10:47,Input the Tally Sheet
input_tally_sheettr48,2024-04-05 17:49:44,Input the Tally Sheet
input_tally_sheettr48,2024-04-09 13:43:13,Input the Tally Sheet
input_tally_sheettr48,2024-04-11 12:01:09,Input the Tally Sheet
eval_trs_exittr48_Pcp77,2024-04-02 12:04:13,Evaluate the Truck Exit
weigh_loaded_trucktr1,2024-04-02 12:14:30,Weigh the Loaded Truck
weigh_loaded_trucktr1,2024-04-03 15:54:55,Weigh the Loaded Truck
weigh_loaded_trucktr1,2024-04-05 14:31:33,Weigh the Loaded Truck
weigh_loaded_trucktr1,2024-04-09 11:46:28,Weigh the Loaded Truck
weigh_loaded_trucktr1,2024-04-10 16:23:43,Weigh the Loaded Truck
load_trucktr46,2024-04-02 12:16:41,Load Truck
load_trucktr46,2024-04-03 11:37:58,Load Truck
load_trucktr46,2024-04-04 14:44:55,Load Truck
load_trucktr46,2024-04-08 11:41:08,Load Truck
load_trucktr46,2024-04-09 18:46:28,Load Truck
assign_trs_Pcp63,2024-04-02 12:21:51,Assign Trucks
assign_trs_Pcp63,2024-04-05 16:26:49,Assign Trucks
assign_trs_Pcp63,2024-04-05 17:45:32,Assign Trucks
assign_trs_Pcp63,2024-04-09 07:21:43,Assign Trucks
assign_trs_Pcp50,2024-04-02 12:23:36,Assign Trucks
assign_trs_Pcp50,2024-04-05 08:14:46,Assign Trucks
assign_trs_Pcp50,2024-04-08 09:38:12,Assign Trucks
weigh_loaded_trucktr27,2024-04-02 12:27:07,Weigh the Loaded Truck
weigh_loaded_trucktr27,2024-04-04 10:43:45,Weigh the Loaded Truck
weigh_loaded_trucktr27,2024-04-05 16:49:22,Weigh the Loaded Truck
weigh_loaded_trucktr27,2024-04-09 14:33:04,Weigh the Loaded Truck
weigh_loaded_trucktr27,2024-04-10 17:20:52,Weigh the Loaded Truck
input_tally_sheettr23,2024-04-02 12:57:07,Input the Tally Sheet
input_tally_sheettr23,2024-04-03 17:01:09,Input the Tally Sheet
input_tally_sheettr23,2024-04-04 19:27:12,Input the Tally Sheet
input_tally_sheettr23,2024-04-08 15:49:34,Input the Tally Sheet
input_tally_sheettr23,2024-04-10 09:52:55,Input the Tally Sheet
input_tally_sheettr23,2024-04-11 10:13:38,Input the Tally Sheet
eval_trs_exittr23_Pcp36,2024-04-02 12:57:07,Evaluate the Truck Exit
print_w_tickettr23,2024-04-02 12:57:07,Print the Weighing Ticket
print_w_tickettr23,2024-04-03 17:01:09,Print the Weighing Ticket
print_w_tickettr23,2024-04-04 19:27:12,Print the Weighing Ticket
print_w_tickettr23,2024-04-08 15:49:34,Print the Weighing Ticket
print_w_tickettr23,2024-04-10 09:52:55,Print the Weighing Ticket
print_w_tickettr23,2024-04-11 10:13:38,Print the Weighing Ticket
assign_trs_Pcp30,2024-04-02 13:26:28,Assign Trucks
input_tally_sheettr2,2024-04-02 13:26:50,Input the Tally Sheet
input_tally_sheettr2,2024-04-04 11:10:16,Input the Tally Sheet
input_tally_sheettr2,2024-04-08 08:47:44,Input the Tally Sheet
input_tally_sheettr2,2024-04-09 17:27:22,Input the Tally Sheet
input_tally_sheettr2,2024-04-11 07:41:26,Input the Tally Sheet
print_w_tickettr2,2024-04-02 13:26:50,Print the Weighing Ticket
print_w_tickettr2,2024-04-04 11:10:16,Print the Weighing Ticket
print_w_tickettr2,2024-04-08 08:47:44,Print the Weighing Ticket
print_w_tickettr2,2024-04-09 17:27:22,Print the Weighing Ticket
print_w_tickettr2,2024-04-11 07:41:26,Print the Weighing Ticket
eval_trs_exittr2_Pcp26,2024-04-02 13:26:50,Evaluate the Truck Exit
eval_trs_exittr3_Pcp13,2024-04-02 13:27:08,Evaluate the Truck Exit
input_tally_sheettr3,2024-04-02 13:27:08,Input the Tally Sheet
input_tally_sheettr3,2024-04-03 11:57:48,Input the Tally Sheet
input_tally_sheettr3,2024-04-05 07:57:04,Input the Tally Sheet
input_tally_sheettr3,2024-04-08 11:50:13,Input the Tally Sheet
input_tally_sheettr3,2024-04-10 10:46:30,Input the Tally Sheet
input_tally_sheettr3,2024-04-11 15:28:41,Input the Tally Sheet
print_w_tickettr3,2024-04-02 13:27:08,Print the Weighing Ticket
print_w_tickettr3,2024-04-03 11:57:48,Print the Weighing Ticket
print_w_tickettr3,2024-04-05 07:57:04,Print the Weighing Ticket
print_w_tickettr3,2024-04-08 11:50:13,Print the Weighing Ticket
print_w_tickettr3,2024-04-10 10:46:30,Print the Weighing Ticket
print_w_tickettr3,2024-04-11 15:28:41,Print the Weighing Ticket
assign_trs_Pcp66,2024-04-02 13:38:41,Assign Trucks
assign_trs_Pcp66,2024-04-04 16:42:34,Assign Trucks
assign_trs_Pcp66,2024-04-05 09:37:43,Assign Trucks
assign_trs_Pcp66,2024-04-05 11:55:27,Assign Trucks
weigh_loaded_trucktr4,2024-04-02 13:49:59,Weigh the Loaded Truck
weigh_loaded_trucktr4,2024-04-03 16:08:36,Weigh the Loaded Truck
weigh_loaded_trucktr4,2024-04-05 08:04:32,Weigh the Loaded Truck
weigh_loaded_trucktr4,2024-04-09 12:21:41,Weigh the Loaded Truck
weigh_loaded_trucktr4,2024-04-11 12:12:29,Weigh the Loaded Truck
weigh_loaded_trucktr18,2024-04-02 13:57:03,Weigh the Loaded Truck
weigh_loaded_trucktr18,2024-04-04 09:19:05,Weigh the Loaded Truck
weigh_loaded_trucktr18,2024-04-05 09:25:05,Weigh the Loaded Truck
weigh_loaded_trucktr18,2024-04-08 14:53:38,Weigh the Loaded Truck
weigh_loaded_trucktr18,2024-04-10 14:29:48,Weigh the Loaded Truck
eval_trs_exittr30_Pcp36,2024-04-02 14:03:51,Evaluate the Truck Exit
input_tally_sheettr30,2024-04-02 14:03:51,Input the Tally Sheet
input_tally_sheettr30,2024-04-04 22:32:08,Input the Tally Sheet
input_tally_sheettr30,2024-04-08 15:10:10,Input the Tally Sheet
input_tally_sheettr30,2024-04-10 11:58:30,Input the Tally Sheet
print_w_tickettr30,2024-04-02 14:03:51,Print the Weighing Ticket
print_w_tickettr30,2024-04-04 22:32:08,Print the Weighing Ticket
print_w_tickettr30,2024-04-08 15:10:10,Print the Weighing Ticket
print_w_tickettr30,2024-04-10 11:58:30,Print the Weighing Ticket
weigh_loaded_trucktr25,2024-04-02 14:16:37,Weigh the Loaded Truck
weigh_loaded_trucktr25,2024-04-04 10:59:47,Weigh the Loaded Truck
weigh_loaded_trucktr25,2024-04-05 15:35:19,Weigh the Loaded Truck
weigh_loaded_trucktr25,2024-04-08 16:05:43,Weigh the Loaded Truck
weigh_loaded_trucktr25,2024-04-10 09:56:47,Weigh the Loaded Truck
weigh_loaded_trucktr5,2024-04-02 14:17:17,Weigh the Loaded Truck
weigh_loaded_trucktr5,2024-04-03 16:12:34,Weigh the Loaded Truck
weigh_loaded_trucktr5,2024-04-08 08:21:22,Weigh the Loaded Truck
weigh_loaded_trucktr5,2024-04-09 17:18:57,Weigh the Loaded Truck
weigh_loaded_trucktr5,2024-04-11 13:22:53,Weigh the Loaded Truck
eval_trs_exittr16_Pcp52,2024-04-02 14:18:16,Evaluate the Truck Exit
input_tally_sheettr16,2024-04-02 14:18:16,Input the Tally Sheet
input_tally_sheettr16,2024-04-04 10:12:45,Input the Tally Sheet
input_tally_sheettr16,2024-04-05 15:20:51,Input the Tally Sheet
input_tally_sheettr16,2024-04-08 16:46:30,Input the Tally Sheet
input_tally_sheettr16,2024-04-10 09:48:42,Input the Tally Sheet
input_tally_sheettr16,2024-04-11 10:53:16,Input the Tally Sheet
print_w_tickettr16,2024-04-02 14:18:16,Print the Weighing Ticket
print_w_tickettr16,2024-04-04 10:12:45,Print the Weighing Ticket
print_w_tickettr16,2024-04-05 15:20:51,Print the Weighing Ticket
print_w_tickettr16,2024-04-08 16:46:30,Print the Weighing Ticket
print_w_tickettr16,2024-04-10 09:48:42,Print the Weighing Ticket
print_w_tickettr16,2024-04-11 10:53:16,Print the Weighing Ticket
eval_trs_exittr7_Pcp36,2024-04-02 14:20:56,Evaluate the Truck Exit
input_tally_sheettr7,2024-04-02 14:20:56,Input the Tally Sheet
input_tally_sheettr7,2024-04-04 09:26:35,Input the Tally Sheet
input_tally_sheettr7,2024-04-08 12:32:26,Input the Tally Sheet
input_tally_sheettr7,2024-04-10 11:04:46,Input the Tally Sheet
input_tally_sheettr7,2024-04-12 07:28:47,Input the Tally Sheet
print_w_tickettr7,2024-04-02 14:20:56,Print the Weighing Ticket
print_w_tickettr7,2024-04-04 09:26:35,Print the Weighing Ticket
print_w_tickettr7,2024-04-08 12:32:26,Print the Weighing Ticket
print_w_tickettr7,2024-04-10 11:04:46,Print the Weighing Ticket
print_w_tickettr7,2024-04-12 07:28:47,Print the Weighing Ticket
assign_trs_Pcp47,2024-04-02 14:32:55,Assign Trucks
assign_trs_Pcp47,2024-04-02 16:45:26,Assign Trucks
weigh_loaded_trucktr20,2024-04-02 14:33:53,Weigh the Loaded Truck
weigh_loaded_trucktr20,2024-04-04 15:05:35,Weigh the Loaded Truck
weigh_loaded_trucktr20,2024-04-08 08:26:26,Weigh the Loaded Truck
weigh_loaded_trucktr20,2024-04-08 17:06:17,Weigh the Loaded Truck
weigh_loaded_trucktr20,2024-04-09 15:55:32,Weigh the Loaded Truck
weigh_loaded_trucktr20,2024-04-12 10:04:15,Weigh the Loaded Truck
eval_trs_exittr25_Pcp52,2024-04-02 14:40:39,Evaluate the Truck Exit
print_w_tickettr25,2024-04-02 14:40:39,Print the Weighing Ticket
print_w_tickettr25,2024-04-04 14:07:13,Print the Weighing Ticket
print_w_tickettr25,2024-04-05 16:04:53,Print the Weighing Ticket
print_w_tickettr25,2024-04-08 18:04:28,Print the Weighing Ticket
print_w_tickettr25,2024-04-10 12:58:38,Print the Weighing Ticket
input_tally_sheettr25,2024-04-02 14:40:39,Input the Tally Sheet
input_tally_sheettr25,2024-04-04 14:07:13,Input the Tally Sheet
input_tally_sheettr25,2024-04-05 16:04:53,Input the Tally Sheet
input_tally_sheettr25,2024-04-08 18:04:28,Input the Tally Sheet
input_tally_sheettr25,2024-04-10 12:58:38,Input the Tally Sheet
weigh_loaded_trucktr26,2024-04-02 14:42:07,Weigh the Loaded Truck
weigh_loaded_trucktr26,2024-04-03 15:33:36,Weigh the Loaded Truck
weigh_loaded_trucktr26,2024-04-05 10:52:38,Weigh the Loaded Truck
weigh_loaded_trucktr26,2024-04-08 16:47:42,Weigh the Loaded Truck
weigh_loaded_trucktr26,2024-04-10 09:11:23,Weigh the Loaded Truck
weigh_loaded_trucktr26,2024-04-11 10:31:37,Weigh the Loaded Truck
print_w_tickettr39,2024-04-02 14:43:29,Print the Weighing Ticket
print_w_tickettr39,2024-04-04 11:12:24,Print the Weighing Ticket
print_w_tickettr39,2024-04-08 13:52:21,Print the Weighing Ticket
print_w_tickettr39,2024-04-09 16:54:46,Print the Weighing Ticket
print_w_tickettr39,2024-04-10 17:16:00,Print the Weighing Ticket
input_tally_sheettr39,2024-04-02 14:43:29,Input the Tally Sheet
input_tally_sheettr39,2024-04-04 11:12:24,Input the Tally Sheet
input_tally_sheettr39,2024-04-08 13:52:21,Input the Tally Sheet
input_tally_sheettr39,2024-04-09 16:54:46,Input the Tally Sheet
input_tally_sheettr39,2024-04-10 17:16:00,Input the Tally Sheet
eval_trs_exittr39_Pcp69,2024-04-02 14:43:29,Evaluate the Truck Exit
weigh_loaded_trucktr37,2024-04-02 14:44:06,Weigh the Loaded Truck
weigh_loaded_trucktr37,2024-04-03 17:41:58,Weigh the Loaded Truck
weigh_loaded_trucktr37,2024-04-08 10:47:06,Weigh the Loaded Truck
weigh_loaded_trucktr37,2024-04-09 13:50:14,Weigh the Loaded Truck
weigh_loaded_trucktr37,2024-04-10 17:06:27,Weigh the Loaded Truck
assign_trs_Pcp62,2024-04-02 14:44:37,Assign Trucks
assign_trs_Pcp62,2024-04-02 16:16:31,Assign Trucks
assign_trs_Pcp62,2024-04-05 07:17:50,Assign Trucks
assign_trs_Pcp62,2024-04-05 18:22:51,Assign Trucks
assign_trs_Pcp62,2024-04-08 08:41:50,Assign Trucks
assign_trs_Pcp62,2024-04-10 09:04:01,Assign Trucks
weigh_loaded_trucktr14,2024-04-02 14:49:27,Weigh the Loaded Truck
weigh_loaded_trucktr14,2024-04-04 08:26:12,Weigh the Loaded Truck
weigh_loaded_trucktr14,2024-04-05 11:50:22,Weigh the Loaded Truck
weigh_loaded_trucktr14,2024-04-09 11:48:27,Weigh the Loaded Truck
weigh_loaded_trucktr14,2024-04-11 10:09:20,Weigh the Loaded Truck
weigh_loaded_trucktr8,2024-04-02 14:50:09,Weigh the Loaded Truck
weigh_loaded_trucktr8,2024-04-04 15:00:31,Weigh the Loaded Truck
weigh_loaded_trucktr8,2024-04-08 10:07:15,Weigh the Loaded Truck
weigh_loaded_trucktr8,2024-04-09 13:21:48,Weigh the Loaded Truck
weigh_loaded_trucktr8,2024-04-10 15:26:36,Weigh the Loaded Truck
assign_trs_Pcp57,2024-04-02 14:50:16,Assign Trucks
assign_trs_Pcp57,2024-04-05 15:06:35,Assign Trucks
assign_trs_Pcp57,2024-04-10 09:31:02,Assign Trucks
weigh_loaded_trucktr31,2024-04-02 14:51:53,Weigh the Loaded Truck
weigh_loaded_trucktr31,2024-04-03 15:04:15,Weigh the Loaded Truck
weigh_loaded_trucktr31,2024-04-05 13:50:02,Weigh the Loaded Truck
weigh_loaded_trucktr31,2024-04-09 12:09:58,Weigh the Loaded Truck
weigh_loaded_trucktr31,2024-04-11 14:38:12,Weigh the Loaded Truck
assign_trs_Pcp82,2024-04-02 14:53:00,Assign Trucks
assign_trs_Pcp82,2024-04-02 15:30:59,Assign Trucks
weigh_loaded_trucktr29,2024-04-02 15:01:34,Weigh the Loaded Truck
weigh_loaded_trucktr29,2024-04-04 11:58:57,Weigh the Loaded Truck
weigh_loaded_trucktr29,2024-04-08 11:36:17,Weigh the Loaded Truck
weigh_loaded_trucktr29,2024-04-09 16:37:20,Weigh the Loaded Truck
weigh_loaded_trucktr29,2024-04-11 08:26:23,Weigh the Loaded Truck
weigh_loaded_trucktr32,2024-04-02 15:02:03,Weigh the Loaded Truck
weigh_loaded_trucktr32,2024-04-04 12:46:29,Weigh the Loaded Truck
weigh_loaded_trucktr32,2024-04-08 16:08:36,Weigh the Loaded Truck
weigh_loaded_trucktr32,2024-04-10 16:49:30,Weigh the Loaded Truck
assign_trs_Pcp81,2024-04-02 15:09:49,Assign Trucks
assign_trs_Pcp71,2024-04-02 15:13:24,Assign Trucks
assign_trs_Pcp71,2024-04-04 09:42:38,Assign Trucks
weigh_loaded_trucktr46,2024-04-02 15:31:49,Weigh the Loaded Truck
weigh_loaded_trucktr46,2024-04-03 17:25:42,Weigh the Loaded Truck
weigh_loaded_trucktr46,2024-04-05 10:42:13,Weigh the Loaded Truck
weigh_loaded_trucktr46,2024-04-08 14:36:05,Weigh the Loaded Truck
weigh_loaded_trucktr46,2024-04-10 14:29:01,Weigh the Loaded Truck
eval_trs_exittr32_Pcp29,2024-04-02 15:31:54,Evaluate the Truck Exit
print_w_tickettr32,2024-04-02 15:31:54,Print the Weighing Ticket
print_w_tickettr32,2024-04-04 15:57:59,Print the Weighing Ticket
print_w_tickettr32,2024-04-09 07:50:33,Print the Weighing Ticket
print_w_tickettr32,2024-04-10 18:21:03,Print the Weighing Ticket
input_tally_sheettr32,2024-04-02 15:31:54,Input the Tally Sheet
input_tally_sheettr32,2024-04-04 15:57:59,Input the Tally Sheet
input_tally_sheettr32,2024-04-09 07:50:33,Input the Tally Sheet
input_tally_sheettr32,2024-04-10 18:21:03,Input the Tally Sheet
print_w_tickettr1,2024-04-02 15:37:26,Print the Weighing Ticket
print_w_tickettr1,2024-04-03 19:38:40,Print the Weighing Ticket
print_w_tickettr1,2024-04-05 16:25:48,Print the Weighing Ticket
print_w_tickettr1,2024-04-09 14:41:23,Print the Weighing Ticket
print_w_tickettr1,2024-04-10 17:06:00,Print the Weighing Ticket
eval_trs_exittr1_Pcp77,2024-04-02 15:37:26,Evaluate the Truck Exit
input_tally_sheettr1,2024-04-02 15:37:26,Input the Tally Sheet
input_tally_sheettr1,2024-04-03 19:38:40,Input the Tally Sheet
input_tally_sheettr1,2024-04-05 16:25:48,Input the Tally Sheet
input_tally_sheettr1,2024-04-09 14:41:23,Input the Tally Sheet
input_tally_sheettr1,2024-04-10 17:06:00,Input the Tally Sheet
eval_trs_exittr27_Pcp36,2024-04-02 15:38:37,Evaluate the Truck Exit
input_tally_sheettr27,2024-04-02 15:38:37,Input the Tally Sheet
input_tally_sheettr27,2024-04-04 12:30:27,Input the Tally Sheet
input_tally_sheettr27,2024-04-08 11:04:31,Input the Tally Sheet
input_tally_sheettr27,2024-04-09 15:58:15,Input the Tally Sheet
input_tally_sheettr27,2024-04-11 21:50:42,Input the Tally Sheet
print_w_tickettr27,2024-04-02 15:38:37,Print the Weighing Ticket
print_w_tickettr27,2024-04-04 12:30:27,Print the Weighing Ticket
print_w_tickettr27,2024-04-08 11:04:31,Print the Weighing Ticket
print_w_tickettr27,2024-04-09 15:58:15,Print the Weighing Ticket
print_w_tickettr27,2024-04-11 21:50:42,Print the Weighing Ticket
assign_trs_Pcp88,2024-04-02 15:46:08,Assign Trucks
assign_trs_Pcp88,2024-04-08 10:13:53,Assign Trucks
assign_trs_Pcp90,2024-04-02 15:46:21,Assign Trucks
weigh_loaded_trucktr36,2024-04-02 15:53:58,Weigh the Loaded Truck
weigh_loaded_trucktr36,2024-04-04 15:09:09,Weigh the Loaded Truck
weigh_loaded_trucktr36,2024-04-09 09:44:23,Weigh the Loaded Truck
weigh_loaded_trucktr36,2024-04-11 10:09:10,Weigh the Loaded Truck
print_w_tickettr20,2024-04-02 15:55:28,Print the Weighing Ticket
print_w_tickettr20,2024-04-04 16:01:26,Print the Weighing Ticket
print_w_tickettr20,2024-04-08 09:50:27,Print the Weighing Ticket
print_w_tickettr20,2024-04-09 08:07:42,Print the Weighing Ticket
print_w_tickettr20,2024-04-09 19:03:46,Print the Weighing Ticket
print_w_tickettr20,2024-04-12 10:39:04,Print the Weighing Ticket
eval_trs_exittr20_Pcp49,2024-04-02 15:55:28,Evaluate the Truck Exit
input_tally_sheettr20,2024-04-02 15:55:28,Input the Tally Sheet
input_tally_sheettr20,2024-04-04 16:01:26,Input the Tally Sheet
input_tally_sheettr20,2024-04-08 09:50:27,Input the Tally Sheet
input_tally_sheettr20,2024-04-09 08:07:42,Input the Tally Sheet
input_tally_sheettr20,2024-04-09 19:03:46,Input the Tally Sheet
input_tally_sheettr20,2024-04-12 10:39:04,Input the Tally Sheet
eval_trs_exittr4_Pcp42,2024-04-02 15:58:47,Evaluate the Truck Exit
print_w_tickettr4,2024-04-02 15:58:47,Print the Weighing Ticket
print_w_tickettr4,2024-04-04 07:30:39,Print the Weighing Ticket
print_w_tickettr4,2024-04-05 10:30:47,Print the Weighing Ticket
print_w_tickettr4,2024-04-09 16:24:13,Print the Weighing Ticket
print_w_tickettr4,2024-04-11 15:29:23,Print the Weighing Ticket
input_tally_sheettr4,2024-04-02 15:58:47,Input the Tally Sheet
input_tally_sheettr4,2024-04-04 07:30:39,Input the Tally Sheet
input_tally_sheettr4,2024-04-05 10:30:47,Input the Tally Sheet
input_tally_sheettr4,2024-04-09 16:24:13,Input the Tally Sheet
input_tally_sheettr4,2024-04-11 15:29:23,Input the Tally Sheet
weigh_loaded_trucktr41,2024-04-02 16:02:14,Weigh the Loaded Truck
weigh_loaded_trucktr41,2024-04-04 11:46:30,Weigh the Loaded Truck
weigh_loaded_trucktr41,2024-04-08 17:52:06,Weigh the Loaded Truck
weigh_loaded_trucktr41,2024-04-10 16:20:38,Weigh the Loaded Truck
eval_trs_exittr37_Pcp64,2024-04-02 16:02:26,Evaluate the Truck Exit
print_w_tickettr37,2024-04-02 16:02:26,Print the Weighing Ticket
print_w_tickettr37,2024-04-04 09:57:54,Print the Weighing Ticket
print_w_tickettr37,2024-04-08 12:05:22,Print the Weighing Ticket
print_w_tickettr37,2024-04-09 16:13:39,Print the Weighing Ticket
print_w_tickettr37,2024-04-11 22:11:39,Print the Weighing Ticket
input_tally_sheettr37,2024-04-02 16:02:26,Input the Tally Sheet
input_tally_sheettr37,2024-04-04 09:57:54,Input the Tally Sheet
input_tally_sheettr37,2024-04-08 12:05:22,Input the Tally Sheet
input_tally_sheettr37,2024-04-09 16:13:39,Input the Tally Sheet
input_tally_sheettr37,2024-04-11 22:11:39,Input the Tally Sheet
assign_trs_Pcp5,2024-04-02 16:05:28,Assign Trucks
eval_trs_exittr5_Pcp56,2024-04-02 16:06:18,Evaluate the Truck Exit
input_tally_sheettr5,2024-04-02 16:06:18,Input the Tally Sheet
input_tally_sheettr5,2024-04-03 17:55:30,Input the Tally Sheet
input_tally_sheettr5,2024-04-08 09:41:23,Input the Tally Sheet
input_tally_sheettr5,2024-04-10 09:05:58,Input the Tally Sheet
input_tally_sheettr5,2024-04-11 14:47:28,Input the Tally Sheet
print_w_tickettr5,2024-04-02 16:06:18,Print the Weighing Ticket
print_w_tickettr5,2024-04-03 17:55:30,Print the Weighing Ticket
print_w_tickettr5,2024-04-08 09:41:23,Print the Weighing Ticket
print_w_tickettr5,2024-04-10 09:05:58,Print the Weighing Ticket
print_w_tickettr5,2024-04-11 14:47:28,Print the Weighing Ticket
weigh_loaded_trucktr10,2024-04-02 16:07:53,Weigh the Loaded Truck
weigh_loaded_trucktr10,2024-04-04 10:38:18,Weigh the Loaded Truck
weigh_loaded_trucktr10,2024-04-05 17:22:07,Weigh the Loaded Truck
input_tally_sheettr46,2024-04-02 16:10:10,Input the Tally Sheet
input_tally_sheettr46,2024-04-04 09:43:52,Input the Tally Sheet
input_tally_sheettr46,2024-04-05 12:43:20,Input the Tally Sheet
input_tally_sheettr46,2024-04-08 15:49:41,Input the Tally Sheet
input_tally_sheettr46,2024-04-10 15:53:01,Input the Tally Sheet
print_w_tickettr46,2024-04-02 16:10:10,Print the Weighing Ticket
print_w_tickettr46,2024-04-04 09:43:52,Print the Weighing Ticket
print_w_tickettr46,2024-04-05 12:43:20,Print the Weighing Ticket
print_w_tickettr46,2024-04-08 15:49:41,Print the Weighing Ticket
print_w_tickettr46,2024-04-10 15:53:01,Print the Weighing Ticket
eval_trs_exittr46_Pcp64,2024-04-02 16:10:10,Evaluate the Truck Exit
assign_trs_Pcp28,2024-04-02 16:14:56,Assign Trucks
input_tally_sheettr29,2024-04-02 16:15:41,Input the Tally Sheet
input_tally_sheettr29,2024-04-04 16:32:54,Input the Tally Sheet
input_tally_sheettr29,2024-04-08 13:44:31,Input the Tally Sheet
input_tally_sheettr29,2024-04-09 18:55:45,Input the Tally Sheet
input_tally_sheettr29,2024-04-11 10:12:35,Input the Tally Sheet
print_w_tickettr29,2024-04-02 16:15:41,Print the Weighing Ticket
print_w_tickettr29,2024-04-04 16:32:54,Print the Weighing Ticket
print_w_tickettr29,2024-04-08 13:44:31,Print the Weighing Ticket
print_w_tickettr29,2024-04-09 18:55:45,Print the Weighing Ticket
print_w_tickettr29,2024-04-11 10:12:35,Print the Weighing Ticket
eval_trs_exittr29_Pcp56,2024-04-02 16:15:41,Evaluate the Truck Exit
print_w_tickettr14,2024-04-02 16:23:47,Print the Weighing Ticket
print_w_tickettr14,2024-04-04 09:31:19,Print the Weighing Ticket
print_w_tickettr14,2024-04-05 16:50:34,Print the Weighing Ticket
print_w_tickettr14,2024-04-09 15:27:31,Print the Weighing Ticket
print_w_tickettr14,2024-04-11 11:14:24,Print the Weighing Ticket
input_tally_sheettr14,2024-04-02 16:23:47,Input the Tally Sheet
input_tally_sheettr14,2024-04-04 09:31:19,Input the Tally Sheet
input_tally_sheettr14,2024-04-05 16:50:34,Input the Tally Sheet
input_tally_sheettr14,2024-04-09 15:27:31,Input the Tally Sheet
input_tally_sheettr14,2024-04-11 11:14:24,Input the Tally Sheet
eval_trs_exittr14_Pcp38,2024-04-02 16:23:47,Evaluate the Truck Exit
eval_trs_exittr31_Pcp69,2024-04-02 16:24:55,Evaluate the Truck Exit
print_w_tickettr31,2024-04-02 16:24:55,Print the Weighing Ticket
print_w_tickettr31,2024-04-03 16:32:13,Print the Weighing Ticket
print_w_tickettr31,2024-04-05 17:13:04,Print the Weighing Ticket
print_w_tickettr31,2024-04-09 14:34:13,Print the Weighing Ticket
print_w_tickettr31,2024-04-11 16:43:20,Print the Weighing Ticket
input_tally_sheettr31,2024-04-02 16:24:55,Input the Tally Sheet
input_tally_sheettr31,2024-04-03 16:32:13,Input the Tally Sheet
input_tally_sheettr31,2024-04-05 17:13:04,Input the Tally Sheet
input_tally_sheettr31,2024-04-09 14:34:13,Input the Tally Sheet
input_tally_sheettr31,2024-04-11 16:43:20,Input the Tally Sheet
eval_trs_exittr18_Pcp13,2024-04-02 16:39:37,Evaluate the Truck Exit
print_w_tickettr18,2024-04-02 16:39:37,Print the Weighing Ticket
print_w_tickettr18,2024-04-04 10:27:26,Print the Weighing Ticket
print_w_tickettr18,2024-04-05 10:42:07,Print the Weighing Ticket
print_w_tickettr18,2024-04-08 18:23:58,Print the Weighing Ticket
print_w_tickettr18,2024-04-10 16:07:47,Print the Weighing Ticket
input_tally_sheettr18,2024-04-02 16:39:37,Input the Tally Sheet
input_tally_sheettr18,2024-04-04 10:27:26,Input the Tally Sheet
input_tally_sheettr18,2024-04-05 10:42:07,Input the Tally Sheet
input_tally_sheettr18,2024-04-08 18:23:58,Input the Tally Sheet
input_tally_sheettr18,2024-04-10 16:07:47,Input the Tally Sheet
assign_trs_Pcp12,2024-04-02 16:44:55,Assign Trucks
print_w_tickettr34,2024-04-02 16:57:10,Print the Weighing Ticket
print_w_tickettr34,2024-04-03 16:13:51,Print the Weighing Ticket
print_w_tickettr34,2024-04-04 15:44:38,Print the Weighing Ticket
print_w_tickettr34,2024-04-09 09:17:09,Print the Weighing Ticket
print_w_tickettr34,2024-04-10 22:39:59,Print the Weighing Ticket
input_tally_sheettr34,2024-04-02 16:57:10,Input the Tally Sheet
input_tally_sheettr34,2024-04-03 16:13:51,Input the Tally Sheet
input_tally_sheettr34,2024-04-04 15:44:38,Input the Tally Sheet
input_tally_sheettr34,2024-04-09 09:17:09,Input the Tally Sheet
input_tally_sheettr34,2024-04-10 22:39:59,Input the Tally Sheet
eval_trs_exittr34_Pcp52,2024-04-02 16:57:10,Evaluate the Truck Exit
print_w_tickettr26,2024-04-02 17:12:49,Print the Weighing Ticket
print_w_tickettr26,2024-04-03 17:09:36,Print the Weighing Ticket
print_w_tickettr26,2024-04-05 15:19:39,Print the Weighing Ticket
print_w_tickettr26,2024-04-09 10:36:34,Print the Weighing Ticket
print_w_tickettr26,2024-04-10 10:39:43,Print the Weighing Ticket
print_w_tickettr26,2024-04-11 11:04:53,Print the Weighing Ticket
input_tally_sheettr26,2024-04-02 17:12:49,Input the Tally Sheet
input_tally_sheettr26,2024-04-03 17:09:36,Input the Tally Sheet
input_tally_sheettr26,2024-04-05 15:19:39,Input the Tally Sheet
input_tally_sheettr26,2024-04-09 10:36:34,Input the Tally Sheet
input_tally_sheettr26,2024-04-10 10:39:43,Input the Tally Sheet
input_tally_sheettr26,2024-04-11 11:04:53,Input the Tally Sheet
eval_trs_exittr26_Pcp92,2024-04-02 17:12:49,Evaluate the Truck Exit
eval_trs_exittr8_Pcp36,2024-04-02 17:36:51,Evaluate the Truck Exit
print_w_tickettr8,2024-04-02 17:36:51,Print the Weighing Ticket
print_w_tickettr8,2024-04-04 16:51:58,Print the Weighing Ticket
print_w_tickettr8,2024-04-08 10:37:53,Print the Weighing Ticket
print_w_tickettr8,2024-04-09 15:12:27,Print the Weighing Ticket
